PRAMOD KUMAR SHARMA,Janta Congress Chhattisgarh (J),65251
JANAK RAM VERMA,Indian National Congress,63122
TESU LAL DHURANDHAR,Bharatiya Janata Party,48808
GANESH KUMAR AGRAWAL,Independent,3093
GANGA RAM SHER,Independent,3079
SANTOSH KUMAR YADU,Shiv Sena,1634
MUKESH SAHU,Independent,1530
KISHAN LAL,Independent,1035
MANAHARAN LAL VERMA,Aam Aadmi Party,979
ANIL KUMAR YADAV,Ambedkarite Party of India,903
SMT. TIKESHWARI DHRUW,Independent,824
GAUKARAN NISHAD,Bhrashtachar Mukti Morcha,690
MAHENDRA KUMAR SAHU,Chhattisgarh Swabhiman Manch,688
ASHWANI VERMA,Independent,521
ROHIT PATIL,Rashtriya Jansabha Party,368
None of the Above,None of the Above,3167
